distritos,n_defunciones,anio
MARISCALCACERES,26,2018
MARISCALCASTILLA,5,2018
MARISCALGAMARRA,11,2018
MARMOT,8,2018
MASIN,13,2018
MASISEA,25,2018
MASMA,13,2018
MASMACHICCHE,5,2018
MATACOTO,6,2018
MATAHUASI,20,2018
MATALAQUE,5,2018
MATAPALO,4,2018
MATARA,11,2018
MATO,10,2018
MATUCANA,42,2018
MAZAMARI,54,2018
MAZAN,31,2018
MEGANTONI,30,2018
MEJIA,4,2018
MIPERU,93,2018
MICAELABASTIDAS,3,2018
MIGUELCHECA,31,2018
MIGUELIGLESIAS,8,2018
MILPUCC,2,2018
MIRACOSTA,6,2018
MIRAFLORES,901,2018
MIRGAS,14,2018
MITO,2,2018
MOCHE,138,2018
MOCHUMI,58,2018
MOHO,163,2018
MOLINO,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
MOHO,NA,2018
Distrito,NA,2018
MOLINO,64,2018
MOLINOPAMPA,5,2018
MOLINOS,21,2018
MOLLEBAYA,6,2018
MOLLENDO,127,2018
MOLLEPAMPA,4,2018
MOLLEPATA,29,2018
MONOBAMBA,6,2018
MONSEFU,151,2018
MONTERO,44,2018
MONTEVIDEO,2,2018
MONZON,48,2018
MOQUEGUA,289,2018
MORALES,91,2018
MORCOLLA,9,2018
MORO,18,2018
MOROCOCHA,14,2018
MORONA,3,2018
MORROPE,128,2018
MORROPON,67,2018
MOSOCLLACTA,6,2018
MOTUPE,82,2018
MOYA,5,2018
MOYOBAMBA,274,2018
MUANI,38,2018
MUQUI,6,2018
MUQUIYAUYO,10,2018
MUSGA,5,2018
"NAMBALLE",24,2018
"NAMORA",12,2018
"NANCHOC",2,2018
"NAPO",11,2018
"NAUTA",102,2018
"NAVAN",1,2018
"NAZCA",167,2018
NEPEA,77,2018
NESHUYA,19,2018
NICASIO,14,2018
NICOLASDEPIEROLA,35,2018
NIEPOS,19,2018
NIEVA,20,2018
NINABAMBA,10,2018
NINACACA,14,2018
NUEVAARICA,18,2018
NUEVACAJAMARCA,153,2018
NUEVAREQUENA,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
NUEVACAJAMARCA,NA,2018
Distrito,NA,2018
NUEVAREQUENA,12,2018
NUEVEDEJULIO,7,2018
NUEVOCHIMBOTE,490,2018
NUEVOIMPERIAL,69,2018
NUEVOOCCORO,7,2018
NUEVOPROGRESO,11,2018
NUOA,50,2018
AHUIMPUQUIO,7,2018
OBAS,25,2018
OCALLI,7,2018
OCAA,4,2018
OCOBAMBA,51,2018
OCONGATE,99,2018
OCOA,24,2018
OCORURO,9,2018
OCOYO,7,2018
OCROS,32,2018
OCUCAJE,26,2018
OCUMAL,5,2018
OCUVIRI,8,2018
OLLACHEA,25,2018
OLLANTAYTAMBO,48,2018
OLLARAYA,23,2018
OLLEROS,15,2018
OLMOS,100,2018
OMACHA,35,2018
OMAS,2,2018
OMATE,11,2018
OMIA,18,2018
ONDORES,2,2018
ONGON,2,2018
ONGOY,20,2018
ORCOPAMPA,10,2018
ORCOTUNA,23,2018
OROPESA,37,2018
ORURILLO,52,2018
OTOCA,5,2018
OTUZCO,160,2018
OXAMARCA,4,2018
OXAPAMPA,47,2018
OYOLO,2,2018
OYON,17,2018
OYOTUN,43,2018
PACA,6,2018
PACAIPAMPA,41,2018
PACANGA,57,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
PACAIPAMPA,NA,2018
Distrito,NA,2018
PACANGA,57,2018
PACAPAUSA,3,2018
PACARAN,8,2018
PACARAOS,8,2018
PACASMAYO,128,2018
PACAYCASA,17,2018
PACCARITAMBO,16,2018
PACCHA,40,2018
PACCHO,4,2018
PACHACAMAC,221,2018
PACHACONAS,8,2018
PACHACUTEC,37,2018
PACHAMARCA,17,2018
PACHANGARA,4,2018
PACHAS,36,2018
PACHIA,12,2018
PACHIZA,11,2018
PACLLON,6,2018
PACOBAMBA,8,2018
PACOCHA,16,2018
PACORA,26,2018
PACUCHA,22,2018
PADREABAD,50,2018
PADREMARQUEZ,7,2018
PAICO,3,2018
PAIJAN,142,2018
PAIMAS,31,2018
PAITA,184,2018
PAJARILLO,12,2018
PALCA,64,2018
PALCAMAYO,25,2018
PALCAZU,12,2018
PALLANCHACRA,3,2018
PALLASCA,15,2018
PALLPATA,35,2018
PALPA,40,2018
PAMPAHERMOSA,22,2018
PAMPACHIRI,1,2018
PAMPACOLCA,7,2018
PAMPAMARCA,18,2018
PAMPAROMAS,32,2018
PAMPAS,87,2018
PAMPASCHICO,8,2018
PAMPASDEHOSPITAL,35,2018
PAMPASGRANDE,6,2018
PANAO,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
PAMPASGRANDE,NA,2018
Distrito,NA,2018
PANAO,74,2018
PANCAN,7,2018
PANGOA,139,2018
PAPAPLAYA,6,2018
PAPAYAL,27,2018
PARACAS,26,2018
PARAMONGA,150,2018
PARANDAY,6,2018
PARARCA,4,2018
PARARIN,10,2018
PARAS,10,2018
PARATIA,8,2018
PARCO,9,2018
PARCONA,218,2018
PARCOY,43,2018
PARDOMIGUEL,56,2018
PARIACOTO,25,2018
PARIAHUANCA,47,2018
PARINARI,2,2018
PARIAS,424,2018
PAROBAMBA,33,2018
PARURO,27,2018
PASTAZA,5,2018
PATAMBUCO,22,2018
PATAPO,36,2018
PATAYPAMPA,1,2018
PATAZ,25,2018
PATIVILCA,101,2018
PAUCAR,7,2018
PAUCARA,52,2018
PAUCARBAMBA,32,2018
PAUCARCOLLA,17,2018
PAUCARPATA,579,2018
PAUCARTAMBO,116,2018
PAUCAS,5,2018
PAUSA,22,2018
PAZOS,30,2018
PEBAS,24,2018
PEDROGALVEZ,91,2018
PEDROVILCAAPAZA,14,2018
PERENE,255,2018
PHARA,23,2018
PIAS,2,2018
PICHACANI,19,2018
PICHANAQUI,104,2018
PICHARI,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
PICHANAQUI,NA,2018
Distrito,NA,2018
PICHARI,66,2018
PICHIGUA,22,2018
PICHIRHUA,11,2018
PICHOS,10,2018
PICOTA,39,2018
PICSI,33,2018
PILCHACA,5,2018
PILCOMAYO,83,2018
PILCUYO,52,2018
PILLCOMARCA,146,2018
PILLPINTO,9,2018
PILLUANA,2,2018
PILPICHACA,26,2018
PIMENTEL,84,2018
PIMPINGOS,4,2018
PINRA,38,2018
PINTORECODO,26,2018
PION,2,2018
PIRA,20,2018
PISAC,59,2018
PISACOMA,3,2018
PISCO,358,2018
PISCOBAMBA,22,2018
PISCOYACU,14,2018
PISUQUIA,10,2018
PITIPO,59,2018
PITUMARCA,60,2018
PIURA,714,2018
PLATERIA,25,2018
POCOHUANCA,2,2018
POCOLLAY,66,2018
POCSI,4,2018
POLOBAYA,3,2018
POLVORA,22,2018
POMABAMBA,60,2018
POMACANCHA,8,2018
POMACANCHI,51,2018
POMACOCHA,19,2018
POMAHUACA,6,2018
POMALCA,85,2018
POMATA,30,2018
PONTO,24,2018
POROTO,24,2018
POROY,27,2018
POSIC,10,2018
POTONI,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
POSIC,NA,2018
Distrito,NA,2018
POTONI,20,2018
POZUZO,9,2018
PROGRESO,10,2018
PROVIDENCIA,3,2018
PUCACACA,9,2018
PUCACOLPA,1,2018
PUCALA,48,2018
PUCARA,64,2018
PUCAYACU,3,2018
PUCUSANA,37,2018
PUCYURA,20,2018
PUEBLOLIBRE,532,2018
PUEBLONUEVO,313,2018
PUENTEPIEDRA,866,2018
PUERTOBERMUDEZ,22,2018
PUERTOINCA,28,2018
PUINAHUA,2,2018
PULAN,26,2018
PULLO,11,2018
PUNCHANA,208,2018
PUNCHAO,9,2018
PUNO,468,2018
PUNTADEBOMBON,35,2018
PUNTAHERMOSA,22,2018
PUNTANEGRA,20,2018
PUOS,22,2018
PUQUINA,12,2018
PUQUIO,70,2018
PURUS,11,2018
PUSI,35,2018
PUTINA,94,2018
PUTINZA,2,2018
PUTUMAYO,10,2018
PUYCA,2,2018
PUYUSCA,5,2018
QUECHUALLA,1,2018
QUEHUE,31,2018
QUELLOUNO,45,2018
QUEQUEA,3,2018
QUERCO,4,2018
QUERECOTILLO,142,2018
QUEROBAMBA,13,2018
QUEROCOTILLO,20,2018
QUEROCOTO,36,2018
QUIACA,7,2018
QUICACHA,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
QUIACA,NA,2018
Distrito,NA,2018
QUICACHA,2,2018
QUICHES,12,2018
QUICHUAS,11,2018
QUICHUAY,1,2018
QUILCA,3,2018
QUILCAPUNCU,21,2018
QUILCAS,17,2018
QUILLO,41,2018
QUILMANA,68,2018
QUINCHES,5,2018
QUINISTAQUILLAS,3,2018
QUINJALCA,1,2018
QUINOCAY,1,2018
QUINUA,9,2018
QUINUABAMBA,12,2018
QUIOTA,21,2018
QUIQUIJANA,71,2018
QUIRUVILCA,32,2018
QUISHUAR,5,2018
QUISQUI,8,2018
QUITOARMA,4,2018
QUIVILLA,2,2018
RAGASH,11,2018
RAHUAPAMPA,6,2018
RAIMONDI,62,2018
RAMONCASTILLA,23,2018
RANRACANCHA,20,2018
RANRAHIRCA,9,2018
RAPAYAN,8,2018
RAZURI,32,2018
RECUAY,27,2018
REQUE,49,2018
REQUENA,104,2018
RICARDOPALMA,28,2018
RICRAN,10,2018
RIMAC,725,2018
RINCONADALLICUAR,14,2018
RIOGRANDE,21,2018
RIONEGRO,52,2018
RIOSANTIAGO,5,2018
RIOTAMBO,43,2018
RIOJA,79,2018
RIPAN,15,2018
ROBLE,6,2018
ROCCHACC,7,2018
RONDOCAN,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
ROCCHACC,NA,2018
Distrito,NA,2018
RONDOCAN,27,2018
RONDOS,13,2018
ROSAPANDURO,2,2018
ROSARIO,27,2018
ROSASPATA,50,2018
RUMISAPA,21,2018
RUPARUPA,215,2018
SABAINO,8,2018
SABANDIA,14,2018
SACANCHE,8,2018
SACHACA,113,2018
SACSAMARCA,1,2018
SAISA,1,2018
SALAMANCA,5,2018
SALAS,144,2018
SALAVERRY,62,2018
SALCABAMBA,23,2018
SALCAHUASI,27,2018
SALITRAL,74,2018
SALPO,20,2018
SAMA,17,2018
SAMAN,65,2018
SAMANCO,18,2018
SAMEGUA,37,2018
SAMUELPASTOR,54,2018
SAMUGARI,11,2018
SANAGUSTIN,52,2018
SANANDRES,81,2018
SANANDRESDECUTERVO,7,2018
SANANDRESDETUPICOC,7,2018
SANANTON,30,2018
SANANTONIO,72,2018
SANANTONIODEANTAP,1,2018
SANANTONIODECACHI,7,2018
SANANTONIODECHUCA,5,2018
SANANTONIODECUSICA,8,2018
SANBARTOLO,18,2018
SANBARTOLOME,4,2018
SANBENITO,4,2018
SANBERNARDINO,9,2018
SANBORJA,432,2018
SANBUENAVENTURA,3,2018
SANCARLOS,1,2018
SANCLEMENTE,111,2018
SANCRISTOBAL,20,2018
SANCRISTOBALDERAJAN,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
SANCRISTOBAL,NA,2018
Distrito,NA,2018
SANCRISTOBALDERAJAN,5,2018
SANDAMIAN,4,2018
SANFCODEASISDEYAR,12,2018
SANFELIPE,1,2018
SANFERNANDO,10,2018
SANFRANCISCO,9,2018
SANFRANCISCODEASIS,9,2018
SANFRANCISCODECAYR,30,2018
SANFRANCISCODEDAGU,2,2018
SANFRANCISCODESANG,5,2018
SANFRANCISCODEYESO,6,2018
SANGABAN,16,2018
SANGREGORIO,3,2018
SANHILARION,4,2018
SANIGNACIO,121,2018
SANISIDRO,339,2018
SANISIDRODEMAINO,4,2018
SANJACINTO,36,2018
SANJAVIERDEALPABAM,2,2018
SANJERONIMO,211,2018
SANJERONIMODETUNAN,55,2018
SANJOAQUIN,1,2018
SANJOSE,107,2018
SANJOSEDELOSCHORRI,12,2018
SANJOSEDELOSMOLINOS,27,2018
SANJOSEDELOURDES,16,2018
SANJOSEDEQUERO,12,2018
SANJOSEDESISA,62,2018
SANJOSEDETICLLAS,10,2018
SANJOSEDEUSHUA,4,2018
SANJOSEDELALTO,9,2018
SANJUAN,65,2018
SANJUANBAUTISTA,407,2018
SANJUANDEBIGOTE,28,2018
SANJUANDECHACA,5,2018
SANJUANDECUTERVO,1,2018
SANJUANDEISCOS,13,2018
SANJUANDEJARPA,12,2018
SANJUANDELAVIRGEN,13,2018
SANJUANDELICUPIS,3,2018
SANJUANDELOPECANCH,1,2018
SANJUANDELURIGANCHO,2063,2018
SANJUANDEMIRAFLORES,1518,2018
SANJUANDERONTOY,5,2018
SANJUANDESALINAS,22,2018
SANJUANDESIGUAS,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
SANJUANDESALINAS,NA,2018
Distrito,NA,2018
SANJUANDESIGUAS,7,2018
SANJUANDETANTARAN,1,2018
SANJUANDETARUCANI,1,2018
SANJUANDEYANAC,2,2018
SANJUANDELORO,11,2018
SANLORENZO,11,2018
SANLORENZODEQUINTI,3,2018
SANLUIS,291,2018
SANLUISDELUCMA,5,2018
SANLUISDESHUARO,27,2018
SANMARCOS,91,2018
SANMARCOSDEROCCHAC,16,2018
SANMARTIN,8,2018
SANMARTINDEPORRES,2426,2018
SANMATEO,10,2018
SANMATEODEOTAO,14,2018
SANMIGUEL,719,2018
SANMIGUELDEACO,10,2018
SANMIGUELDEACOS,3,2018
SANMIGUELDECAURI,18,2018
SANMIGUELDECHACCRA,4,2018
SANMIGUELDECORPAN,2,2018
SANMIGUELDEELFAIQUE,42,2018
SANMIGUELDEMAYOCC,3,2018
SANNICOLAS,36,2018
SANPABLO,144,2018
SANPABLODEPILLAO,15,2018
SANPEDRO,33,2018
SANPEDRODECACHORA,17,2018
SANPEDRODECAJAS,24,2018
SANPEDRODECHANA,9,2018
SANPEDRODECHAULAN,19,2018
SANPEDRODECHUNAN,5,2018
SANPEDRODECORIS,18,2018
SANPEDRODEHUACARP,3,2018
SANPEDRODEHUANCAY,1,2018
SANPEDRODELARCAY,6,2018
SANPEDRODELLOC,106,2018
SANPEDRODEPALCO,5,2018
SANPEDRODEPILAS,3,2018
SANPEDRODEPILLAO,4,2018
SANPEDRODEPUTINAP,31,2018
SANRAFAEL,52,2018
SANRAMON,136,2018
SANROQUEDECUMBAZA,6,2018
SANSALVADOR,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
SANROQUEDECUMBAZA,NA,2018
Distrito,NA,2018
SANSALVADOR,34,2018
SANSALVADORDEQUIJE,5,2018
SANSEBASTIAN,310,2018
SANSILVESTREDECOCH,6,2018
SANVICENTEDECAETE,248,2018
SANAGORAN,8,2018
SANCOS,17,2018
SANDIA,18,2018
SANGARARA,23,2018
SANTA,135,2018
SANTAANA,265,2018
SANTAANADEHUAYCAH,1,2018
SANTAANADETUSI,12,2018
SANTAANITA,558,2018
SANTABARBARADECAR,3,2018
SANTACATALINA,4,2018
SANTACATALINADEMOS,19,2018
SANTACRUZ,86,2018
SANTACRUZDEANDAMA,2,2018
SANTACRUZDECHUCA,5,2018
SANTACRUZDECOCACHA,9,2018
SANTACRUZDEFLORES,7,2018
SANTACRUZDETOLED,1,2018
SANTAEULALIA,54,2018
SANTAISABELDESIGUAS,2,2018
SANTALEONOR,2,2018
SANTALUCIA,38,2018
SANTAMARIA,112,2018
SANTAMARIADECHICMO,24,2018
SANTAMARIADELMAR,7,2018
SANTAMARIADELVALLE,81,2018
SANTARITADESIHUAS,14,2018
SANTAROSA,200,2018
SANTAROSADEALTOYA,1,2018
SANTAROSADEOCOPA,17,2018
SANTAROSADEQUIVES,17,2018
SANTAROSADESACCO,24,2018
SANTATERESA,42,2018
SANTIAGO,511,2018
SANTIAGODEANCHUCAYA,1,2018
SANTIAGODECAO,143,2018
SANTIAGODECHALLAS,11,2018
SANTIAGODECHOCORVOS,13,2018
SANTIAGODECHUCO,87,2018
SANTIAGODELUCANAMA,7,2018
SANTIAGODEPAUCARAY,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
SANTIAGODELUCANAMA,NA,2018
Distrito,NA,2018
SANTIAGODEPAUCARAY,9,2018
SANTIAGODEPISCHA,8,2018
SANTIAGODEPUPUJA,19,2018
SANTIAGODEQUIRAHUA,2,2018
SANTIAGODESURCO,1189,2018
SANTIAGODETUCUMA,5,2018
SANTIAGODETUNA,2,2018
SANTILLANA,13,2018
SANTODOMINGO,45,2018
SANTODOMINGODEACO,13,2018
SANTODOMINGODEANDA,2,2018
SANTODOMINGODECAPI,1,2018
SANTODOMINGODELAC,6,2018
SANTODOMINGODELOS,7,2018
SANTOTOMAS,158,2018
SANTOTOMASDEPATA,8,2018
SANTOTORIBIO,9,2018
SAA,23,2018
SAAYCA,9,2018
SAO,19,2018
SAPALLANGA,94,2018
SAPILLICA,31,2018
SAPOSOA,63,2018
SARASARA,2,2018
SARAYACU,11,2018
SARHUA,8,2018
SARIN,12,2018
SARTIMBAMBA,8,2018
SATIPO,134,2018
SAUCE,19,2018
SAUCEPAMPA,2,2018
SAURAMA,9,2018
SAUSA,12,2018
SAYAN,34,2018
SAYAPULLO,12,2018
SAYLLA,19,2018
SECCLLA,17,2018
SECHURA,84,2018
SEPAHUA,10,2018
SHAMBOYACU,15,2018
SHANAO,13,2018
SHAPAJA,14,2018
SHATOJA,11,2018
SHILLA,18,2018
SHUNQUI,6,2018
SHUNTE,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
SHUNQUI,NA,2018
Distrito,NA,2018
SHUNTE,1,2018
SHUPLUY,12,2018
SIBAYO,2,2018
SICAYA,59,2018
SICCHEZ,15,2018
SICSIBAMBA,16,2018
SICUANI,304,2018
SIHUAS,34,2018
SILLAPATA,15,2018
SIMBAL,17,2018
SIMONBOLIVAR,24,2018
SINREGISTRO,1992,2018
SINA,4,2018
SINCOS,18,2018
SINGA,19,2018
SINSICAP,13,2018
SITABAMBA,9,2018
SITACOCHA,28,2018
SIVIA,27,2018
SOCABAYA,266,2018
SOCOS,23,2018
SOCOTA,37,2018
SOLOCO,8,2018
SONCHE,3,2018
SONDOR,31,2018
SONDORILLO,47,2018
SORAS,3,2018
SORAYA,4,2018
SORITOR,63,2018
SOROCHUCO,12,2018
SUBTANJALLA,91,2018
SUCCHA,3,2018
SUCRE,13,2018
SUITUCANCHA,4,2018
SULLANA,784,2018
SUMBILCA,4,2018
SUNAMPE,117,2018
SUPE,104,2018
SUPEPUERTO,54,2018
SURCO,8,2018
SURCUBAMBA,22,2018
SURQUILLO,448,2018
SUSAPAYA,5,2018
SUYCKUTAMBO,18,2018
SUYO,56,2018
TABACONAS,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
SUYO,NA,2018
Distrito,NA,2018
TABACONAS,7,2018
TABALOSOS,82,2018
TACABAMBA,28,2018
TACNA,614,2018
TAHUAMANU,5,2018
TAHUANIA,5,2018
TALAVERA,39,2018
TAMARINDO,27,2018
TAMBILLO,21,2018
TAMBO,47,2018
TAMBODEMORA,16,2018
TAMBOGRANDE,273,2018
TAMBOBAMBA,24,2018
TAMBOPATA,376,2018
TAMBURCO,29,2018
TANTA,1,2018
TANTAMAYO,9,2018
TANTARA,2,2018
TANTARICA,7,2018
TAPAIRIHUA,8,2018
TAPO,18,2018
TAPUC,5,2018
TARACO,81,2018
TARAPOTO,372,2018
TARATA,9,2018
TARAY,29,2018
TARICA,33,2018
TARMA,255,2018
TARUCACHI,4,2018
TATE,30,2018
TAUCA,5,2018
TAURIJA,18,2018
TAURIPAMPA,4,2018
TAYABAMBA,68,2018
TENIENTECESARLOPEZR,5,2018
TIABAYA,51,2018
TIBILLO,3,2018
TICACO,4,2018
TICAPAMPA,15,2018
TICLACAYAN,13,2018
TICLLOS,3,2018
TICRAPO,12,2018
TIGRE,3,2018
TILALI,29,2018
TINCO,16,2018
TINGO,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
TINCO,NA,2018
Distrito,NA,2018
TINGO,7,2018
TINGODEPONASA,11,2018
TINGODESAPOSOA,1,2018
TINICACHI,5,2018
TINTA,33,2018
TINTAY,7,2018
TINTAYPUNCU,18,2018
TINYAHUARCO,7,2018
TIPAN,3,2018
TIQUILLACA,11,2018
TIRAPATA,10,2018
TISCO,4,2018
TOCACHE,103,2018
TOCMOCHE,2,2018
TOMAS,3,2018
TOMAYKICHWA,17,2018
TOMEPAMPA,4,2018
TONGOD,4,2018
TORATA,32,2018
TORAYA,13,2018
TORIBIOCASANOVA,1,2018
TORO,3,2018
TORRESCAUSANA,1,2018
TOTORA,2,2018
TOTOS,10,2018
TOURNAVISTA,8,2018
TRESDEDICIEMBRE,9,2018
TRESUNIDOS,10,2018
TRITA,3,2018
TROMPETEROS,2,2018
TRUJILLO,1807,2018
TUCUME,86,2018
TUMAN,107,2018
TUMAYHUARACA,10,2018
TUMBADEN,11,2018
TUMBES,434,2018
TUNANMARCA,21,2018
TUPACAMARU,19,2018
TUPACAMARUINCA,69,2018
TUPE,2,2018
TURPAY,1,2018
TURPO,7,2018
TUTI,1,2018
UBINAS,11,2018
UCHIZA,41,2018
UCHUMARCA,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
UCHIZA,NA,2018
Distrito,NA,2018
UCHUMARCA,3,2018
UCHUMAYO,52,2018
UCHURACCAY,1,2018
UCO,21,2018
UCUNCHA,2,2018
ULCUMAYO,35,2018
UMACHIRI,23,2018
UMARI,54,2018
UNICACHI,9,2018
UNIONAGUABLANCA,2,2018
UON,1,2018
UPAHUACHO,4,2018
URACA,22,2018
URANMARCA,10,2018
URARINAS,6,2018
URCOS,89,2018
URPAY,13,2018
URUBAMBA,100,2018
USICAYOS,25,2018
USQUIL,64,2018
UTCO,3,2018
UTICYACU,9,2018
VALERA,2,2018
VARGASGUERRA,13,2018
VEGUETA,60,2018
VEINTISEISDEOCTUBRE,90,2018
VEINTISIETEDENOVIEMB,6,2018
VELILLE,59,2018
VENTANILLA,838,2018
VICCO,6,2018
VICE,39,2018
VICHAYAL,24,2018
VICTORLARCOHERRERA,298,2018
VILAVILA,3,2018
VILCA,9,2018
VILCABAMBA,57,2018
VILCANCHOS,11,2018
VILCASHUAMAN,32,2018
VILLAELSALVADOR,1318,2018
VILLAKINTIARINA,3,2018
VILLAMARIADELTRIUNFO,1552,2018
VILLARICA,49,2018
VILLAVIRGEN,2,2018
VILQUE,11,2018
VILQUECHICO,100,2018
VINCHOS,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
VILQUECHICO,NA,2018
Distrito,NA,2018
VINCHOS,47,2018
VIAC,6,2018
VIQUES,9,2018
VIRACO,6,2018
VIRU,153,2018
VIRUNDO,3,2018
VISCHONGO,14,2018
VISTAALEGRE,96,2018
VITOC,10,2018
VITOR,6,2018
VIZCATANDELENE,1,2018
WANCHAQ,331,2018
YACUS,13,2018
YAMANGO,26,2018
YAMBRASBAMBA,6,2018
YAMON,3,2018
YANAC,3,2018
YANACA,2,2018
YANACANCHA,60,2018
YANAHUANCA,20,2018
YANAHUARA,161,2018
YANAHUAYA,4,2018
YANAMA,43,2018
YANAOCA,64,2018
YANAQUIHUA,8,2018
YANAS,3,2018
YANATILE,31,2018
YANQUE,8,2018
YANTALO,14,2018
YAQUERANA,1,2018
YARABAMBA,7,2018
YARINACOCHA,341,2018
YARUMAYO,9,2018
YAUCA,3,2018
YAUCADELROSARIO,12,2018
YAULI,98,2018
YAURISQUE,14,2018
YAUTAN,40,2018
YAUYA,36,2018
YAUYOS,53,2018
YAUYUCAN,20,2018
YONAN,40,2018
YORONGOS,6,2018
YUCAY,18,2018
YUNGA,2,2018
YUNGAR,NA,2018
CUADRON,3,2018
DEFUNCIONESREGISTRADASPOR,NA,2018
DISTRITOSSEGNAO,2018,2018
Seleccionecursorsobremapapara,NA,2018
vermayores,NA,2018
detalles,NA,2018
YUNGA,NA,2018
Distrito,NA,2018
YUNGAR,11,2018
YUNGAY,124,2018
YUNGUYO,129,2018
YUPAN,3,2018
YURA,95,2018
YURACMARCA,10,2018
YURACYACU,18,2018
YURIMAGUAS,318,2018
YURUA,3,2018
YUYAPICHIS,9,2018
ZAPATERO,28,2018
ZARUMILLA,79,2018
ZEPITA,23,2018
ZORRITOS,46,2018
ZUIGA,5,2018
ZURITE,33,2018
ABANCAY,293,2019
ACARI,32,2019
ACAS,2,2019
ACCHA,25,2019
ACCOMARCA,9,2019
ACHAYA,11,2019
ACHOMA,2,2019
ACO,20,2019
ACOBAMBA,145,2019
ACOBAMBILLA,12,2019
ACOCHACA,38,2019
ACOCRO,26,2019
ACOLLA,61,2019
ACOMAYO,33,2019
ACOPAMPA,19,2019
ACOPIA,17,2019
ACORA,152,2019
ACORIA,135,2019
ACOS,18,2019
ACOSVINCHOS,15,2019
ACOSTAMBO,23,2019
ACRAQUIA,19,2019
ACZO,6,2019
AGALLPAMPA,30,2019
AGUABLANCA,7,2019
AGUASVERDES,46,2019
AHUAC,47,2019
AHUAYCHA,17,2019
AIJA,15,2019
AJOYANI,1,2019
ALBERTOLEVEAU,2,2019
ALCA,14,2019
ALCAMENCA,5,2019
ALEXANDERVONHUMBO,5,2019
ALFONSOUGARTE,2,2019
ALLAUCA,2,2019
ALONSODEALVARADO,52,2019
ALTOBIAVO,8,2019
ALTODELAALIANZA,130,2019
ALTOINAMBARI,9,2019
ALTOLARAN,28,2019
